#AllThatReunion,0.063829787234,0.0,0.0851063829787,0.063829787234,0.0,3
#Amici15,0.00395256916996,0.00790513833992,0.0158102766798,0.00395256916996,0.0553359683794,5
#AskRicky,0.150537634409,0.0215053763441,0.0322580645161,0.118279569892,0.129032258065,1
#Bellator152,0.202380952381,0.0,0.107142857143,0.0119047619048,0.0,1
#CapsFlyers,0.268656716418,0.194029850746,0.507462686567,0.0746268656716,0.044776119403,3
#COLvNY,0.0983606557377,0.0983606557377,0.426229508197,0.0819672131148,0.0655737704918,3
#Confirmation,0.15625,0.3125,0.125,0.03125,0.0625,2
#DBZKai,0.0602409638554,0.0602409638554,0.0240963855422,0.0722891566265,0.0361445783133,4
#DeadlyPossessions,0.266666666667,0.0666666666667,0.0533333333333,0.0533333333333,0.04,1
#GTLive3,0.0,0.0,0.0,0.0,0.0,1
#ImpeachmentDay,0.0412371134021,0.0515463917526,0.020618556701,0.0412371134021,0.0103092783505,2
#IReallyNeed,0.0285714285714,0.0,0.0428571428571,0.0571428571429,0.0142857142857,4
#MacriSA,0.0,0.0,0.0,0.75,0.0,4
#MakeA90sMovieHorny,0.0625,0.0178571428571,0.0625,0.00892857142857,0.00892857142857,1
#MostRequestedLive,0.333333333333,0.0,0.333333333333,0.0,1.11111111111,5
#NBAPlayoffs,0.049953746531,0.0286771507863,0.293246993525,0.0148011100833,0.0323774283071,3
#NCAAGym,0.192307692308,0.346153846154,0.538461538462,0.0,0.0384615384615,3
#NotAMeeting,0.0909090909091,0.0909090909091,0.030303030303,0.030303030303,0.0,1
#NYForBS,0.0344827586207,0.206896551724,0.0689655172414,0.0,0.0,2
#PBConNBC,0.145833333333,0.0416666666667,0.3125,0.0833333333333,0.0208333333333,3
#PORvSJ,0.046875,0.0625,0.265625,0.09375,0.015625,3
#ProudOfWes,0.0227272727273,0.0,0.0,0.0,0.0,1
#SaturdayNightSciFi,0.265625,0.03125,0.0625,0.078125,0.015625,1
#SEAvPHI,0.0645161290323,0.10752688172,0.247311827957,0.10752688172,0.0,3
#Svengoolie,0.182795698925,0.010752688172,0.010752688172,0.0537634408602,0.0430107526882,1
#thankyoumackenzie,0.327868852459,0.0491803278689,0.0655737704918,0.131147540984,0.0491803278689,1
#TheRedDress,0.291139240506,0.0126582278481,0.0126582278481,0.0379746835443,0.0759493670886,1
#ThunderUp,0.139534883721,0.139534883721,0.453488372093,0.0116279069767,0.116279069767,3
#TubTalkWithDalton,0.169014084507,0.0422535211268,0.0422535211268,0.140845070423,0.0140845070423,1
#UFCTampa,0.0851063829787,0.106382978723,0.170212765957,0.106382978723,0.0212765957447,3
Avery Bradley,0.212121212121,0.121212121212,0.333333333333,0.121212121212,0.212121212121,3
Axl Rose,0.232876712329,0.027397260274,0.027397260274,0.0,0.0547945205479,1
Ayesha Curry,0.142857142857,0.0714285714286,0.0714285714286,0.142857142857,0.0,1
Brad Stevens,0.25,0.107142857143,0.321428571429,0.0357142857143,0.0357142857143,3
Chelsea,0.0817610062893,0.0691823899371,0.981132075472,0.220125786164,0.0377358490566,3
Cueto,0.166666666667,0.047619047619,0.238095238095,0.0714285714286,0.0714285714286,3
Deron Williams,0.1,0.06,0.32,0.02,0.1,3
Disclosure,0.139534883721,0.0232558139535,0.0116279069767,0.093023255814,0.0697674418605,1
Ecuador,0.05,0.025,0.05,0.05,0.0,1
Evan Turner,0.0634920634921,0.047619047619,0.253968253968,0.253968253968,0.047619047619,3
Jamie Benn,0.328571428571,0.185714285714,0.657142857143,0.0857142857143,0.1,3
Larry David,0.142857142857,0.142857142857,0.160714285714,0.0535714285714,0.0178571428571,3
Logan Couture,0.152941176471,0.0352941176471,0.329411764706,0.0705882352941,0.0823529411765,3
Marcus Smart,0.125,0.125,0.125,0.916666666667,0.125,4
Mark Cuban,0.134146341463,0.0121951219512,0.170731707317,0.0,0.0365853658537,3
Mason,0.181818181818,0.025974025974,0.220779220779,0.0909090909091,0.0779220779221,3
Mavericks,0.162162162162,0.0810810810811,0.297297297297,0.0,0.108108108108,3
Mavs,0.176470588235,0.0882352941176,0.367647058824,0.0294117647059,0.0735294117647,3
Pedraza,0.115942028986,0.0869565217391,0.260869565217,0.0,0.0289855072464,3
Run the Jewels,0.126984126984,0.047619047619,0.920634920635,0.984126984127,0.015873015873,4
Side to Side,0.113636363636,0.0454545454545,0.0909090909091,0.0681818181818,0.0454545454545,1
Teague,0.0609756097561,0.146341463415,0.182926829268,0.0365853658537,0.0,3
The Celtics,0.166666666667,0.217948717949,0.435897435897,0.102564102564,0.230769230769,3
